_id_x,genre,age,nationalite,niveauEtudes,sessionId,__v_x,_id_y,textId,associationType,personAType,valueOneA,valueTwoA,forceA,personBType,valueOneB,valueTwoB,forceB,__v_y,association_triplet
67e1e6820d317b27f485834d,homme,25,DZA,bac+1,f0d5aea0-c455-4268-a4e5-0fb3b00eb7f3,0,67e1e833c5d7d034a0f9b270,67a243ea6d8e29a001947949,effort-reward,Robot,5,5,1,Femme petite taille,5,5,1,0,"[1, 0, 1]"
67e1e6820d317b27f485834d,homme,25,DZA,bac+1,f0d5aea0-c455-4268-a4e5-0fb3b00eb7f3,0,67e1e83334e94289130964e8,67a243ea6d8e29a001947949,effort-reward,Robot,5,5,1,Femme petite taille,5,5,1,0,"[1, 0, 1]"
67e1e6820d317b27f485834d,homme,25,DZA,bac+1,f0d5aea0-c455-4268-a4e5-0fb3b00eb7f3,0,67e1e8332591d2f02fd8cdf6,67a243ea6d8e29a001947949,effort-reward,Robot,5,5,1,Femme petite taille,5,5,1,0,"[1, 0, 1]"
67e1e6a90d317b27f4858351,femme,22,DZA,bac+3,3114d0e5-2819-4d01-b199-ec46df54a649,0,67e1e6d20d317b27f485835b,67a243ea6d8e29a001947948,effort-reward,Femme grande taille,0,5,1,Homme petite taille,10,5,1,0,"[1, 0, 1]"
67e1e6cb0d317b27f4858359,femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,0,67e1e6f30d317b27f4858368,67a243ea6d8e29a001947944,risk-reward,Robot,7,0,6,Homme grande taille,3,10,8,0,"[0, 1, 1]"
67e1e6cb0d317b27f4858359,femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,0,67e1e6fb0d317b27f485836c,67a243ea6d8e29a001947948,effort-reward,Personne âgée,2,6,2,Robot,8,4,6,0,"[1, 0, 1]"
67e1e6cb0d317b27f4858359,femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,0,67e1e7010d317b27f485836e,67a51e546623f6ccab523c27,risk-effort,Homme grande taille,6,3,8,Robot,4,7,6,0,"[1, 1, 0]"
67e1e6cb0d317b27f4858359,femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,0,67e1e7060d317b27f4858372,67a243ea6d8e29a001947949,effort-reward,Personne âgée,2,7,2,Femme grande taille,8,3,5,0,"[1, 0, 1]"
67e1e6cb0d317b27f4858359,femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,0,67e1e70c0d317b27f4858377,67a51e546623f6ccab523c27,risk-effort,Femme petite taille,3,7,4,Personne âgée,7,3,2,0,"[1, 1, 0]"
67e1e6cb0d317b27f4858359,femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,0,67e1e7100d317b27f4858379,67a243ea6d8e29a001947947,effort-reward,Femme grande taille,4,3,5,Personne âgée,6,7,2,0,"[1, 0, 1]"
67e1e6cb0d317b27f4858359,femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,0,67e1e7120d317b27f485837b,67a51efa18a0dfe14aac016b,risk-effort,Personne âgée,7,3,2,Femme petite taille,3,7,4,0,"[1, 1, 0]"
67e1e6cb0d317b27f4858359,femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,0,67e1e7150d317b27f485837f,67a51efa18a0dfe14aac016b,risk-effort,Femme petite taille,4,8,4,Robot,6,2,6,0,"[1, 1, 0]"
67e1e6cb0d317b27f4858359,femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,0,67e1e7172591d2f02fd8cdcd,67a243ea6d8e29a001947949,effort-reward,Femme grande taille,3,3,5,Robot,7,7,6,0,"[1, 0, 1]"
67e1e6cb0d317b27f4858359,femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,0,67e1e71d0d317b27f4858385,67a243ea6d8e29a001947948,effort-reward,Enfant,3,8,3,Homme grande taille,7,2,8,0,"[1, 0, 1]"
67e1e6cb0d317b27f4858359,femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,0,67e1e7202591d2f02fd8cdd1,67a51eb49d8894e943d3ff93,risk-effort,Homme petite taille,4,5,3,Enfant,6,5,3,0,"[1, 1, 0]"
67e1e6cb0d317b27f4858359,femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,0,67e1e7252591d2f02fd8cdd5,67a243ea6d8e29a001947944,risk-reward,Femme grande taille,9,2,5,Femme petite taille,1,8,4,0,"[0, 1, 1]"
67e1e6cb0d317b27f4858359,femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,0,67e1e72a2591d2f02fd8cdd9,67a243ea6d8e29a001947945,risk-reward,Homme petite taille,3,2,3,Personne âgée,7,8,2,0,"[0, 1, 1]"
67e1e6cb0d317b27f4858359,femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,0,67e1e72e2591d2f02fd8cddc,67a243ea6d8e29a001947946,risk-reward,Homme grande taille,5,5,8,Femme grande taille,5,5,5,0,"[0, 1, 1]"
67e1e6cb0d317b27f4858359,femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,0,67e1e7312591d2f02fd8cde0,67a51eb49d8894e943d3ff93,risk-effort,Homme grande taille,4,3,8,Femme petite taille,6,7,4,0,"[1, 1, 0]"
67e1e6cb0d317b27f4858359,femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,0,67e1e7352591d2f02fd8cde4,67a243ea6d8e29a001947945,risk-reward,Homme petite taille,7,4,3,Enfant,3,6,3,0,"[0, 1, 1]"
67e1e6cb0d317b27f4858359,femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,0,67e1e7382591d2f02fd8cde6,67a243ea6d8e29a001947947,effort-reward,Homme grande taille,3,4,8,Femme petite taille,7,6,4,0,"[1, 0, 1]"
67e1e6cb0d317b27f4858359,femme,21,DZA,bac+2,4e646978-0638-4e15-977e-4a788728215e,0,67e1e73b2591d2f02fd8cdea,67a243ea6d8e29a001947946,risk-reward,Femme grande taille,7,5,5,Enfant,3,5,3,0,"[0, 1, 1]"
67e1e6f60d317b27f485836a,homme,23,FRA,bac+2,3270b18a-a715-4a67-8024-43da851ed521,0,67e1e7392591d2f02fd8cde8,67a243ea6d8e29a001947946,risk-reward,Femme petite taille,10,10,10,Robot,0,0,1,0,"[0, 1, 1]"
67e1e79934e94289130964c3,femme,23,DZA,bac+4,01416e5c-1693-4f12-9351-466371957356,0,67e1e7c434e94289130964ca,67a243ea6d8e29a001947945,risk-reward,Robot,5,5,5,Personne âgée,5,5,1,0,"[0, 1, 1]"
67e1e79934e94289130964c3,femme,23,DZA,bac+4,01416e5c-1693-4f12-9351-466371957356,0,67e1e7c534e94289130964cc,67a51e546623f6ccab523c27,risk-effort,Homme petite taille,5,5,1,Personne âgée,5,5,1,0,"[1, 1, 0]"
67e1e79934e94289130964c3,femme,23,DZA,bac+4,01416e5c-1693-4f12-9351-466371957356,0,67e1e7c634e94289130964ce,67a51efa18a0dfe14aac016b,risk-effort,Femme grande taille,5,5,1,Homme grande taille,5,5,1,0,"[1, 1, 0]"
67e1e79934e94289130964c3,femme,23,DZA,bac+4,01416e5c-1693-4f12-9351-466371957356,0,67e1e7ca34e94289130964d0,67a243ea6d8e29a001947946,risk-reward,Enfant,5,5,1,Homme grande taille,5,5,1,0,"[0, 1, 1]"
67e1e79934e94289130964c3,femme,23,DZA,bac+4,01416e5c-1693-4f12-9351-466371957356,0,67e1e7cb34e94289130964d2,67a243ea6d8e29a001947944,risk-reward,Personne âgée,5,5,1,Enfant,5,5,1,0,"[0, 1, 1]"
67e1e79934e94289130964c3,femme,23,DZA,bac+4,01416e5c-1693-4f12-9351-466371957356,0,67e1e7cc0d317b27f4858387,67a243ea6d8e29a001947948,effort-reward,Personne âgée,5,5,1,Femme petite taille,5,5,8,0,"[1, 0, 1]"
67e1e79934e94289130964c3,femme,23,DZA,bac+4,01416e5c-1693-4f12-9351-466371957356,0,67e1e7cd0d317b27f4858389,67a51efa18a0dfe14aac016b,risk-effort,Robot,5,5,5,Femme petite taille,5,5,8,0,"[1, 1, 0]"
67e1e79934e94289130964c3,femme,23,DZA,bac+4,01416e5c-1693-4f12-9351-466371957356,0,67e1e7ce34e94289130964d4,67a243ea6d8e29a001947948,effort-reward,Femme grande taille,5,5,1,Homme petite taille,5,5,1,0,"[1, 0, 1]"
67e1e7c134e94289130964c8,femme,22,ITA,bac+3,a9734859-005b-43c1-8b6e-399cdf39d7db,0,67e1e827671da68f823fabab,67a243ea6d8e29a001947946,risk-reward,Femme grande taille,3,5,7,Homme grande taille,7,5,9,0,"[0, 1, 1]"
67e1e7c134e94289130964c8,femme,22,ITA,bac+3,a9734859-005b-43c1-8b6e-399cdf39d7db,0,67e1e8300d317b27f48583a3,67a243ea6d8e29a001947946,risk-reward,Robot,10,0,9,Femme petite taille,0,10,4,0,"[0, 1, 1]"
67e1e7c134e94289130964c8,femme,22,ITA,bac+3,a9734859-005b-43c1-8b6e-399cdf39d7db,0,67e1e84a2591d2f02fd8cdfa,67a51e546623f6ccab523c27,risk-effort,Homme grande taille,8,6,9,Femme petite taille,2,4,4,0,"[1, 1, 0]"
67e1e7c134e94289130964c8,femme,22,ITA,bac+3,a9734859-005b-43c1-8b6e-399cdf39d7db,0,67e1e85d2591d2f02fd8ce02,67a51efa18a0dfe14aac016b,risk-effort,Femme grande taille,7,7,7,Femme petite taille,3,3,4,0,"[1, 1, 0]"
67e1e7c134e94289130964c8,femme,22,ITA,bac+3,a9734859-005b-43c1-8b6e-399cdf39d7db,0,67e1e8642591d2f02fd8ce04,67a51eb49d8894e943d3ff93,risk-effort,Homme petite taille,8,7,7,Femme petite taille,2,3,4,0,"[1, 1, 0]"
67e1e7c134e94289130964c8,femme,22,ITA,bac+3,a9734859-005b-43c1-8b6e-399cdf39d7db,0,67e1e8692591d2f02fd8ce06,67a243ea6d8e29a001947949,effort-reward,Femme petite taille,8,2,4,Homme petite taille,2,8,7,0,"[1, 0, 1]"
67e1e7c134e94289130964c8,femme,22,ITA,bac+3,a9734859-005b-43c1-8b6e-399cdf39d7db,0,67e1e86d2591d2f02fd8ce08,67a243ea6d8e29a001947944,risk-reward,Homme petite taille,0,10,7,Robot,10,0,9,0,"[0, 1, 1]"
67e1e7c134e94289130964c8,femme,22,ITA,bac+3,a9734859-005b-43c1-8b6e-399cdf39d7db,0,67e1e87234e94289130964ea,67a51eb49d8894e943d3ff93,risk-effort,Homme grande taille,5,7,9,Femme grande taille,5,3,7,0,"[1, 1, 0]"
67e1e7c134e94289130964c8,femme,22,ITA,bac+3,a9734859-005b-43c1-8b6e-399cdf39d7db,0,67e1e87c2591d2f02fd8ce0c,67a51e546623f6ccab523c27,risk-effort,Personne âgée,0,4,2,Femme grande taille,10,6,7,0,"[1, 1, 0]"
67e1e7c134e94289130964c8,femme,22,ITA,bac+3,a9734859-005b-43c1-8b6e-399cdf39d7db,0,67e1e8842591d2f02fd8ce10,67a243ea6d8e29a001947948,effort-reward,Homme petite taille,8,8,7,Femme petite taille,2,2,4,0,"[1, 0, 1]"
67e1e7c134e94289130964c8,femme,22,ITA,bac+3,a9734859-005b-43c1-8b6e-399cdf39d7db,0,67e1e88b2591d2f02fd8ce12,67a243ea6d8e29a001947948,effort-reward,Femme petite taille,8,2,4,Homme grande taille,2,8,9,0,"[1, 0, 1]"
67e1e7c134e94289130964c8,femme,22,ITA,bac+3,a9734859-005b-43c1-8b6e-399cdf39d7db,0,67e1e8942591d2f02fd8ce14,67a243ea6d8e29a001947944,risk-reward,Personne âgée,4,7,2,Homme grande taille,6,3,9,0,"[0, 1, 1]"
67e1e7c134e94289130964c8,femme,22,ITA,bac+3,a9734859-005b-43c1-8b6e-399cdf39d7db,0,67e1e89834e94289130964ec,67a243ea6d8e29a001947947,effort-reward,Robot,10,0,9,Homme grande taille,0,10,9,0,"[1, 0, 1]"
67e1e7c134e94289130964c8,femme,22,ITA,bac+3,a9734859-005b-43c1-8b6e-399cdf39d7db,0,67e1e8a234e94289130964ee,67a243ea6d8e29a001947947,effort-reward,Homme grande taille,9,6,9,Personne âgée,1,4,2,0,"[1, 0, 1]"
67e1e7c134e94289130964c8,femme,22,ITA,bac+3,a9734859-005b-43c1-8b6e-399cdf39d7db,0,67e1e8a934e94289130964f0,67a243ea6d8e29a001947949,effort-reward,Personne âgée,0,10,2,Robot,10,0,9,0,"[1, 0, 1]"
67e1e7c134e94289130964c8,femme,22,ITA,bac+3,a9734859-005b-43c1-8b6e-399cdf39d7db,0,67e1e8af34e94289130964f2,67a51efa18a0dfe14aac016b,risk-effort,Personne âgée,0,0,2,Homme petite taille,10,10,7,0,"[1, 1, 0]"
67e1e7c134e94289130964c8,femme,22,ITA,bac+3,a9734859-005b-43c1-8b6e-399cdf39d7db,0,67e1e8b834e94289130964f6,67a243ea6d8e29a001947945,risk-reward,Homme petite taille,4,2,7,Homme grande taille,6,8,9,0,"[0, 1, 1]"
67e1e7c134e94289130964c8,femme,22,ITA,bac+3,a9734859-005b-43c1-8b6e-399cdf39d7db,0,67e1e8ba34e94289130964f8,67a243ea6d8e29a001947945,risk-reward,Femme petite taille,5,5,4,Homme petite taille,5,5,7,0,"[0, 1, 1]"
67e1e90a2591d2f02fd8ce1a,femme,16,DZA,lycee,9f377a7d-b285-4f43-8d93-044f7e2a8186,0,67e1e9ca2591d2f02fd8ce1d,67a243ea6d8e29a001947945,risk-reward,Robot,5,5,3,Enfant,5,5,2,0,"[0, 1, 1]"
67e1e90a2591d2f02fd8ce1a,femme,16,DZA,lycee,9f377a7d-b285-4f43-8d93-044f7e2a8186,0,67e1e9cac5d7d034a0f9b272,67a243ea6d8e29a001947945,risk-reward,Robot,6,8,3,Enfant,4,2,2,0,"[0, 1, 1]"
67e1e90a2591d2f02fd8ce1a,femme,16,DZA,lycee,9f377a7d-b285-4f43-8d93-044f7e2a8186,0,67e1ea0bc5d7d034a0f9b274,67a243ea6d8e29a001947945,risk-reward,Robot,1,1,3,Enfant,9,9,2,0,"[0, 1, 1]"
67e1e90a2591d2f02fd8ce1a,femme,16,DZA,lycee,9f377a7d-b285-4f43-8d93-044f7e2a8186,0,67e1ea11c5d7d034a0f9b276,67a243ea6d8e29a001947949,effort-reward,Homme grande taille,3,3,8,Enfant,7,7,2,0,"[1, 0, 1]"
67e1e90a2591d2f02fd8ce1a,femme,16,DZA,lycee,9f377a7d-b285-4f43-8d93-044f7e2a8186,0,67e1ea112591d2f02fd8ce1f,67a243ea6d8e29a001947949,effort-reward,Homme grande taille,5,5,8,Enfant,5,5,2,0,"[1, 0, 1]"
67e1e90a2591d2f02fd8ce1a,femme,16,DZA,lycee,9f377a7d-b285-4f43-8d93-044f7e2a8186,0,67e1ea192591d2f02fd8ce21,67a243ea6d8e29a001947949,effort-reward,Homme grande taille,5,9,8,Enfant,5,1,2,0,"[1, 0, 1]"
67e1e90a2591d2f02fd8ce1a,femme,16,DZA,lycee,9f377a7d-b285-4f43-8d93-044f7e2a8186,0,67e1ea19c5d7d034a0f9b278,67a243ea6d8e29a001947949,effort-reward,Homme grande taille,5,5,8,Enfant,5,5,2,0,"[1, 0, 1]"
67e1e90a2591d2f02fd8ce1a,femme,16,DZA,lycee,9f377a7d-b285-4f43-8d93-044f7e2a8186,0,67e1ea1a935bf49fe44ccc07,67a243ea6d8e29a001947949,effort-reward,Homme grande taille,7,10,8,Enfant,3,0,2,0,"[1, 0, 1]"
67e1e90a2591d2f02fd8ce1a,femme,16,DZA,lycee,9f377a7d-b285-4f43-8d93-044f7e2a8186,0,67e1ea1b935bf49fe44ccc09,67a243ea6d8e29a001947949,effort-reward,Homme grande taille,8,5,8,Enfant,2,5,2,0,"[1, 0, 1]"
67e1e90a2591d2f02fd8ce1a,femme,16,DZA,lycee,9f377a7d-b285-4f43-8d93-044f7e2a8186,0,67e1ea35935bf49fe44ccc0b,67a243ea6d8e29a001947949,effort-reward,Homme grande taille,7,5,8,Enfant,3,5,2,0,"[1, 0, 1]"
67e1e90a2591d2f02fd8ce1a,femme,16,DZA,lycee,9f377a7d-b285-4f43-8d93-044f7e2a8186,0,67e1ea36935bf49fe44ccc0d,67a243ea6d8e29a001947949,effort-reward,Homme grande taille,5,5,8,Enfant,5,5,2,0,"[1, 0, 1]"
67e1e90a2591d2f02fd8ce1a,femme,16,DZA,lycee,9f377a7d-b285-4f43-8d93-044f7e2a8186,0,67e1ea36c5d7d034a0f9b27a,67a243ea6d8e29a001947949,effort-reward,Homme grande taille,5,5,8,Enfant,5,5,2,0,"[1, 0, 1]"
67e1e90a2591d2f02fd8ce1a,femme,16,DZA,lycee,9f377a7d-b285-4f43-8d93-044f7e2a8186,0,67e1ea37c5d7d034a0f9b27c,67a243ea6d8e29a001947949,effort-reward,Homme grande taille,0,7,8,Enfant,10,3,2,0,"[1, 0, 1]"
67e1e90a2591d2f02fd8ce1a,femme,16,DZA,lycee,9f377a7d-b285-4f43-8d93-044f7e2a8186,0,67e1ea3bc5d7d034a0f9b27e,67a243ea6d8e29a001947949,effort-reward,Homme grande taille,0,7,8,Enfant,10,3,2,0,"[1, 0, 1]"
67e1e90a2591d2f02fd8ce1a,femme,16,DZA,lycee,9f377a7d-b285-4f43-8d93-044f7e2a8186,0,67e1ea3dc5d7d034a0f9b280,67a243ea6d8e29a001947949,effort-reward,Homme grande taille,8,5,8,Enfant,2,5,2,0,"[1, 0, 1]"
67e1e90a2591d2f02fd8ce1a,femme,16,DZA,lycee,9f377a7d-b285-4f43-8d93-044f7e2a8186,0,67e1ea42c5d7d034a0f9b282,67a51e546623f6ccab523c27,risk-effort,Femme petite taille,8,9,5,Femme grande taille,2,1,7,0,"[1, 1, 0]"
67e1e90a2591d2f02fd8ce1a,femme,16,DZA,lycee,9f377a7d-b285-4f43-8d93-044f7e2a8186,0,67e1ea44c5d7d034a0f9b284,67a51e546623f6ccab523c27,risk-effort,Femme petite taille,8,5,5,Femme grande taille,2,5,7,0,"[1, 1, 0]"
67e1e90a2591d2f02fd8ce1a,femme,16,DZA,lycee,9f377a7d-b285-4f43-8d93-044f7e2a8186,0,67e1ea45c5d7d034a0f9b286,67a51e546623f6ccab523c27,risk-effort,Femme petite taille,1,5,5,Femme grande taille,9,5,7,0,"[1, 1, 0]"
67e1e90a2591d2f02fd8ce1a,femme,16,DZA,lycee,9f377a7d-b285-4f43-8d93-044f7e2a8186,0,67e1ea47c5d7d034a0f9b288,67a51e546623f6ccab523c27,risk-effort,Femme petite taille,1,5,5,Femme grande taille,9,5,7,0,"[1, 1, 0]"
67e1e90a2591d2f02fd8ce1a,femme,16,DZA,lycee,9f377a7d-b285-4f43-8d93-044f7e2a8186,0,67e1ea48c5d7d034a0f9b28a,67a51e546623f6ccab523c27,risk-effort,Femme petite taille,1,5,5,Femme grande taille,9,5,7,0,"[1, 1, 0]"
67e1e90a2591d2f02fd8ce1a,femme,16,DZA,lycee,9f377a7d-b285-4f43-8d93-044f7e2a8186,0,67e1ea48935bf49fe44ccc0f,67a51e546623f6ccab523c27,risk-effort,Femme petite taille,2,5,5,Femme grande taille,8,5,7,0,"[1, 1, 0]"
67e1ea5d935bf49fe44ccc11,homme,20,DZA,bac+3,c6ea354b-332f-4240-82ef-769618db3b72,0,67e1eab9935bf49fe44ccc14,67a243ea6d8e29a001947948,effort-reward,Robot,7,4,10,Femme grande taille,3,6,6,0,"[1, 0, 1]"
67e1ea5d935bf49fe44ccc11,homme,20,DZA,bac+3,c6ea354b-332f-4240-82ef-769618db3b72,0,67e1eaf5935bf49fe44ccc16,67a243ea6d8e29a001947946,risk-reward,Homme grande taille,7,5,8,Robot,3,5,10,0,"[0, 1, 1]"
67e1ea5d935bf49fe44ccc11,homme,20,DZA,bac+3,c6ea354b-332f-4240-82ef-769618db3b72,0,67e1eb38935bf49fe44ccc18,67a51efa18a0dfe14aac016b,risk-effort,Robot,4,7,10,Femme petite taille,6,3,4,0,"[1, 1, 0]"
67e1ea5d935bf49fe44ccc11,homme,20,DZA,bac+3,c6ea354b-332f-4240-82ef-769618db3b72,0,67e1eb44935bf49fe44ccc1a,67a243ea6d8e29a001947948,effort-reward,Homme petite taille,4,3,6,Enfant,6,7,8,0,"[1, 0, 1]"
67e1ea5d935bf49fe44ccc11,homme,20,DZA,bac+3,c6ea354b-332f-4240-82ef-769618db3b72,0,67e1eb52935bf49fe44ccc1c,67a51efa18a0dfe14aac016b,risk-effort,Femme grande taille,4,4,6,Enfant,6,6,8,0,"[1, 1, 0]"
67e1ea5d935bf49fe44ccc11,homme,20,DZA,bac+3,c6ea354b-332f-4240-82ef-769618db3b72,0,67e1eb59935bf49fe44ccc1e,67a51e546623f6ccab523c27,risk-effort,Femme petite taille,5,5,4,Enfant,5,5,8,0,"[1, 1, 0]"
67e1ea5d935bf49fe44ccc11,homme,20,DZA,bac+3,c6ea354b-332f-4240-82ef-769618db3b72,0,67e1eb5b935bf49fe44ccc20,67a51eb49d8894e943d3ff93,risk-effort,Homme petite taille,5,5,6,Enfant,5,5,8,0,"[1, 1, 0]"
67e1ea5d935bf49fe44ccc11,homme,20,DZA,bac+3,c6ea354b-332f-4240-82ef-769618db3b72,0,67e1eb62935bf49fe44ccc22,67a243ea6d8e29a001947946,risk-reward,Femme petite taille,4,3,4,Femme grande taille,6,7,6,0,"[0, 1, 1]"
67e1ea5d935bf49fe44ccc11,homme,20,DZA,bac+3,c6ea354b-332f-4240-82ef-769618db3b72,0,67e1eb69935bf49fe44ccc24,67a243ea6d8e29a001947945,risk-reward,Homme grande taille,2,9,8,Robot,8,1,10,0,"[0, 1, 1]"
67e1ea5d935bf49fe44ccc11,homme,20,DZA,bac+3,c6ea354b-332f-4240-82ef-769618db3b72,0,67e1eb70935bf49fe44ccc26,67a243ea6d8e29a001947945,risk-reward,Femme grande taille,1,6,6,Homme grande taille,9,4,8,0,"[0, 1, 1]"
67e1ea5d935bf49fe44ccc11,homme,20,DZA,bac+3,c6ea354b-332f-4240-82ef-769618db3b72,0,67e1eb78935bf49fe44ccc28,67a243ea6d8e29a001947944,risk-reward,Homme grande taille,8,7,8,Personne âgée,2,3,7,0,"[0, 1, 1]"
67e1ea5d935bf49fe44ccc11,homme,20,DZA,bac+3,c6ea354b-332f-4240-82ef-769618db3b72,0,67e1eb7f935bf49fe44ccc2a,67a243ea6d8e29a001947947,effort-reward,Robot,9,2,10,Homme grande taille,1,8,8,0,"[1, 0, 1]"
67e1ea5d935bf49fe44ccc11,homme,20,DZA,bac+3,c6ea354b-332f-4240-82ef-769618db3b72,0,67e1eb86935bf49fe44ccc2c,67a243ea6d8e29a001947949,effort-reward,Personne âgée,2,5,7,Homme grande taille,8,5,8,0,"[1, 0, 1]"
67e1ea5d935bf49fe44ccc11,homme,20,DZA,bac+3,c6ea354b-332f-4240-82ef-769618db3b72,0,67e1eb94c5d7d034a0f9b28c,67a243ea6d8e29a001947949,effort-reward,Robot,7,5,10,Femme grande taille,3,5,6,0,"[1, 0, 1]"
67e1ea5d935bf49fe44ccc11,homme,20,DZA,bac+3,c6ea354b-332f-4240-82ef-769618db3b72,0,67e1eb9fc5d7d034a0f9b28e,67a243ea6d8e29a001947947,effort-reward,Personne âgée,2,5,7,Homme grande taille,8,5,8,0,"[1, 0, 1]"
67e1ea5d935bf49fe44ccc11,homme,20,DZA,bac+3,c6ea354b-332f-4240-82ef-769618db3b72,0,67e1ebacc5d7d034a0f9b290,67a51e546623f6ccab523c27,risk-effort,Homme grande taille,2,2,8,Robot,8,8,10,0,"[1, 1, 0]"
67e1ea5d935bf49fe44ccc11,homme,20,DZA,bac+3,c6ea354b-332f-4240-82ef-769618db3b72,0,67e1ebb2c5d7d034a0f9b292,67a243ea6d8e29a001947944,risk-reward,Homme grande taille,6,4,8,Femme petite taille,4,6,4,0,"[0, 1, 1]"
67e1ea5d935bf49fe44ccc11,homme,20,DZA,bac+3,c6ea354b-332f-4240-82ef-769618db3b72,0,67e1ebbac5d7d034a0f9b294,67a51eb49d8894e943d3ff93,risk-effort,Homme petite taille,3,4,6,Enfant,7,6,8,0,"[1, 1, 0]"
67e1ec22c5d7d034a0f9b299,femme,20,DZA,bac+3,3a0205d2-1ab1-4eac-b171-52d7ccf6a218,0,67e1ec59c5d7d034a0f9b29f,67a51e546623f6ccab523c27,risk-effort,Femme grande taille,5,5,1,Enfant,5,5,1,0,"[1, 1, 0]"
67e1ec25c5d7d034a0f9b29b,femme,23,DZA,bac+4,dcf800c8-9884-4562-ad04-7129fec28e38,0,67e1ecabc5d7d034a0f9b2a7,67a243ea6d8e29a001947945,risk-reward,Enfant,2,6,3,Homme petite taille,8,4,8,0,"[0, 1, 1]"
67e1ec25c5d7d034a0f9b29b,femme,23,DZA,bac+4,dcf800c8-9884-4562-ad04-7129fec28e38,0,67e1ecd4c5d7d034a0f9b2a9,67a51e546623f6ccab523c27,risk-effort,Robot,3,7,5,Femme grande taille,7,3,9,0,"[1, 1, 0]"
67e1ec25c5d7d034a0f9b29b,femme,23,DZA,bac+4,dcf800c8-9884-4562-ad04-7129fec28e38,0,67e1ecebc5d7d034a0f9b2ab,67a243ea6d8e29a001947947,effort-reward,Femme petite taille,8,2,7,Robot,2,8,5,0,"[1, 0, 1]"
67e1ec88c5d7d034a0f9b2a1,homme,25,PER,bac+3,605fd6d1-1b81-4bc0-b3a1-0906822f7568,0,67e1ed50c286748200d37851,67a51efa18a0dfe14aac016b,risk-effort,Personne âgée,1,1,3,Femme petite taille,9,9,5,0,"[1, 1, 0]"
67e1ec88c5d7d034a0f9b2a1,homme,25,PER,bac+3,605fd6d1-1b81-4bc0-b3a1-0906822f7568,0,67e1ed82c286748200d37855,67a243ea6d8e29a001947945,risk-reward,Femme grande taille,5,5,8,Homme grande taille,5,5,10,0,"[0, 1, 1]"
67e1ec88c5d7d034a0f9b2a1,homme,25,PER,bac+3,605fd6d1-1b81-4bc0-b3a1-0906822f7568,0,67e1ed84c286748200d37857,67a51efa18a0dfe14aac016b,risk-effort,Robot,5,5,8,Femme grande taille,5,5,8,0,"[1, 1, 0]"
67e1ec88c5d7d034a0f9b2a1,homme,25,PER,bac+3,605fd6d1-1b81-4bc0-b3a1-0906822f7568,0,67e1edbfc286748200d37859,67a243ea6d8e29a001947946,risk-reward,Homme petite taille,7,7,9,Enfant,3,3,4,0,"[0, 1, 1]"
67e1ec88c5d7d034a0f9b2a1,homme,25,PER,bac+3,605fd6d1-1b81-4bc0-b3a1-0906822f7568,0,67e1edd5c286748200d3785b,67a51e546623f6ccab523c27,risk-effort,Personne âgée,2,1,3,Femme petite taille,8,9,5,0,"[1, 1, 0]"
67e1ec88c5d7d034a0f9b2a1,homme,25,PER,bac+3,605fd6d1-1b81-4bc0-b3a1-0906822f7568,0,67e1ede52591d2f02fd8ce27,67a243ea6d8e29a001947948,effort-reward,Femme grande taille,8,5,8,Enfant,2,5,4,0,"[1, 0, 1]"
67e1ec88c5d7d034a0f9b2a1,homme,25,PER,bac+3,605fd6d1-1b81-4bc0-b3a1-0906822f7568,0,67e1edef2591d2f02fd8ce29,67a243ea6d8e29a001947949,effort-reward,Femme grande taille,5,5,8,Femme petite taille,5,5,5,0,"[1, 0, 1]"
67e1ec88c5d7d034a0f9b2a1,homme,25,PER,bac+3,605fd6d1-1b81-4bc0-b3a1-0906822f7568,0,67e1ee2f2591d2f02fd8ce2c,67a51eb49d8894e943d3ff93,risk-effort,Femme petite taille,3,3,5,Femme grande taille,7,7,8,0,"[1, 1, 0]"
67e1ec88c5d7d034a0f9b2a1,homme,25,PER,bac+3,605fd6d1-1b81-4bc0-b3a1-0906822f7568,0,67e1ee482591d2f02fd8ce30,67a243ea6d8e29a001947944,risk-reward,Personne âgée,2,5,3,Enfant,8,5,4,0,"[0, 1, 1]"
