genre,age,nationalite,niveauEtudes,sessionId,associationType,personAType,valueOneA,valueTwoA,forceA,personBType,valueOneB,valueTwoB,forceB
homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,risk-reward,Femme petite taille,5,5,4,Femme grande taille,5,5,6
homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,risk-effort,Femme petite taille,9,0,4,Robot,1,10,9
homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,effort-reward,Homme grande taille,9,6,8,Enfant,1,4,2
homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,risk-effort,Homme petite taille,5,5,6,Femme grande taille,5,5,6
homme,20,ITA,bac+3,1dbcaa52-7a16-4ff4-afe6-4d0d61afd9c5,risk-reward,Femme grande taille,5,5,6,Homme petite taille,5,5,6
homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,risk-effort,Femme grande taille,4,5,6,Homme petite taille,6,5,7
homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,risk-reward,Femme grande taille,5,5,6,Homme grande taille,5,5,8
homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,risk-reward,Femme grande taille,4,4,6,Homme grande taille,6,6,8
homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,effort-reward,Enfant,1,3,1,Homme petite taille,9,7,7
homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,risk-reward,Personne âgée,4,4,4,Femme grande taille,6,6,6
homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,risk-effort,Personne âgée,7,7,4,Enfant,3,3,1
homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,risk-reward,Homme grande taille,5,5,8,Homme petite taille,5,5,7
homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,effort-reward,Homme petite taille,8,7,7,Enfant,2,3,1
homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,risk-reward,Homme grande taille,6,5,8,Femme petite taille,4,5,4
homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,effort-reward,Personne âgée,5,5,4,Femme petite taille,5,5,4
homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,risk-reward,Personne âgée,4,5,4,Femme petite taille,6,5,4
homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,risk-effort,Personne âgée,3,3,4,Homme petite taille,7,7,7
homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,risk-reward,Robot,9,0,10,Homme petite taille,1,10,7
homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,effort-reward,Personne âgée,1,10,4,Robot,9,0,10
homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,risk-effort,Robot,10,10,10,Personne âgée,0,0,4
homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,effort-reward,Enfant,1,4,1,Femme petite taille,9,6,4
homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,risk-effort,Homme grande taille,4,8,8,Personne âgée,6,2,4
homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,effort-reward,Homme petite taille,7,6,7,Personne âgée,3,4,4
homme,21,FRA,bac+4,c015db3a-b0cd-4311-9a48-7d6d62a6f499,risk-effort,Homme petite taille,5,5,7,Homme grande taille,5,5,8
homme,18,FRA,bac+1,c1477e55-b1fa-4c3e-b7f8-a812b0d54105,effort-reward,Homme petite taille,6,5,9,Robot,4,5,8
homme,18,FRA,bac+1,c1477e55-b1fa-4c3e-b7f8-a812b0d54105,risk-reward,Homme petite taille,8,7,9,Personne âgée,2,3,3
homme,18,FRA,bac+1,c1477e55-b1fa-4c3e-b7f8-a812b0d54105,risk-effort,Enfant,3,3,3,Femme petite taille,7,7,9
homme,18,FRA,bac+1,c1477e55-b1fa-4c3e-b7f8-a812b0d54105,risk-effort,Femme grande taille,5,5,10,Homme petite taille,5,5,9
homme,18,FRA,bac+1,c1477e55-b1fa-4c3e-b7f8-a812b0d54105,risk-effort,Enfant,6,3,3,Femme grande taille,4,7,10
homme,18,FRA,bac+1,c1477e55-b1fa-4c3e-b7f8-a812b0d54105,effort-reward,Personne âgée,7,5,3,Enfant,3,5,3
homme,18,FRA,bac+1,c1477e55-b1fa-4c3e-b7f8-a812b0d54105,risk-reward,Robot,4,0,8,Homme grande taille,6,10,10
homme,18,FRA,bac+1,c1477e55-b1fa-4c3e-b7f8-a812b0d54105,risk-reward,Homme petite taille,9,6,9,Personne âgée,1,4,3
homme,18,FRA,bac+1,c1477e55-b1fa-4c3e-b7f8-a812b0d54105,risk-effort,Robot,8,6,8,Femme petite taille,2,4,9
homme,18,FRA,bac+1,c1477e55-b1fa-4c3e-b7f8-a812b0d54105,risk-reward,Homme grande taille,8,7,10,Personne âgée,2,3,3
homme,18,FRA,bac+1,c1477e55-b1fa-4c3e-b7f8-a812b0d54105,risk-effort,Femme grande taille,5,5,10,Femme petite taille,5,5,9
homme,18,FRA,bac+1,c1477e55-b1fa-4c3e-b7f8-a812b0d54105,effort-reward,Personne âgée,7,7,3,Enfant,3,3,3
homme,18,FRA,bac+1,c1477e55-b1fa-4c3e-b7f8-a812b0d54105,effort-reward,Homme grande taille,5,5,10,Femme petite taille,5,5,9
homme,18,FRA,bac+1,c1477e55-b1fa-4c3e-b7f8-a812b0d54105,risk-reward,Femme grande taille,2,3,10,Enfant,8,7,3
homme,18,FRA,bac+1,c1477e55-b1fa-4c3e-b7f8-a812b0d54105,effort-reward,Robot,10,0,8,Personne âgée,0,10,3
homme,18,FRA,bac+1,c1477e55-b1fa-4c3e-b7f8-a812b0d54105,risk-reward,Homme grande taille,4,4,10,Homme petite taille,6,6,9
homme,18,FRA,bac+1,c1477e55-b1fa-4c3e-b7f8-a812b0d54105,effort-reward,Femme petite taille,5,5,9,Femme grande taille,5,5,10
homme,18,FRA,bac+1,c1477e55-b1fa-4c3e-b7f8-a812b0d54105,risk-effort,Personne âgée,6,2,3,Femme grande taille,4,8,10
femme,20,FRA,bac+3,840374b6-a740-435f-982e-8c3a9031c8a7,risk-reward,Enfant,5,5,5,Homme petite taille,5,5,8
femme,20,FRA,bac+3,840374b6-a740-435f-982e-8c3a9031c8a7,effort-reward,Personne âgée,5,5,6,Homme petite taille,5,5,8
femme,20,FRA,bac+3,840374b6-a740-435f-982e-8c3a9031c8a7,risk-reward,Homme grande taille,5,5,8,Personne âgée,5,5,6
femme,20,FRA,bac+3,840374b6-a740-435f-982e-8c3a9031c8a7,risk-effort,Robot,5,5,9,Enfant,5,5,5
femme,20,FRA,bac+3,840374b6-a740-435f-982e-8c3a9031c8a7,risk-effort,Homme grande taille,5,5,8,Personne âgée,5,5,6
femme,20,FRA,bac+3,840374b6-a740-435f-982e-8c3a9031c8a7,risk-reward,Homme grande taille,5,5,8,Personne âgée,5,5,6
femme,20,FRA,bac+3,840374b6-a740-435f-982e-8c3a9031c8a7,effort-reward,Homme grande taille,8,5,8,Femme petite taille,2,5,7
femme,20,FRA,bac+3,840374b6-a740-435f-982e-8c3a9031c8a7,effort-reward,Femme petite taille,7,5,7,Enfant,3,5,5
femme,20,FRA,bac+3,840374b6-a740-435f-982e-8c3a9031c8a7,effort-reward,Robot,8,5,9,Femme grande taille,2,5,7
femme,20,FRA,bac+3,840374b6-a740-435f-982e-8c3a9031c8a7,risk-reward,Enfant,4,5,5,Femme petite taille,6,5,7
femme,20,FRA,bac+3,840374b6-a740-435f-982e-8c3a9031c8a7,risk-effort,Homme grande taille,3,5,8,Robot,7,5,9
femme,20,FRA,bac+3,840374b6-a740-435f-982e-8c3a9031c8a7,risk-effort,Personne âgée,3,5,6,Robot,7,5,9
femme,20,FRA,bac+3,840374b6-a740-435f-982e-8c3a9031c8a7,risk-reward,Femme petite taille,4,5,7,Homme petite taille,6,5,8
femme,20,FRA,bac+3,840374b6-a740-435f-982e-8c3a9031c8a7,effort-reward,Homme petite taille,7,5,8,Femme grande taille,3,5,7
femme,20,FRA,bac+3,840374b6-a740-435f-982e-8c3a9031c8a7,risk-effort,Femme grande taille,8,5,7,Enfant,2,5,5
femme,20,FRA,bac+3,840374b6-a740-435f-982e-8c3a9031c8a7,risk-reward,Robot,5,5,9,Homme grande taille,5,5,8
femme,20,FRA,bac+3,840374b6-a740-435f-982e-8c3a9031c8a7,risk-reward,Robot,5,5,9,Homme grande taille,5,5,8
femme,20,FRA,bac+3,840374b6-a740-435f-982e-8c3a9031c8a7,risk-effort,Homme petite taille,7,5,8,Personne âgée,3,5,6
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,risk-reward,Homme petite taille,6,5,6,Femme petite taille,4,5,5
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,risk-effort,Personne âgée,3,7,5,Femme grande taille,7,3,7
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,effort-reward,Homme petite taille,3,3,6,Robot,7,7,10
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,risk-effort,Femme petite taille,7,3,5,Homme petite taille,3,7,6
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,risk-reward,Femme petite taille,5,5,5,Enfant,5,5,4
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,risk-effort,Homme petite taille,8,2,6,Robot,2,8,10
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,effort-reward,Femme petite taille,3,3,5,Homme petite taille,7,7,6
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,risk-reward,Robot,5,5,10,Homme grande taille,5,5,8
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,effort-reward,Femme grande taille,6,6,7,Femme petite taille,4,4,5
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,risk-effort,Femme grande taille,2,8,7,Homme grande taille,8,2,8
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,effort-reward,Femme petite taille,3,3,5,Femme grande taille,7,7,7
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,risk-reward,Enfant,4,4,4,Homme petite taille,6,6,6
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,risk-reward,Femme petite taille,5,5,5,Homme petite taille,5,5,6
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,effort-reward,Homme grande taille,5,5,8,Robot,5,5,10
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,effort-reward,Robot,6,6,10,Femme petite taille,4,4,5
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,risk-effort,Homme grande taille,2,8,8,Homme petite taille,8,2,6
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,risk-effort,Enfant,8,2,4,Robot,2,8,10
femme,23,MAR,bac+4,b194358a-8a8f-4056-abcc-b42067f8edbe,risk-effort,Femme petite taille,8,9,6,Enfant,2,1,4
femme,23,MAR,bac+4,b194358a-8a8f-4056-abcc-b42067f8edbe,effort-reward,Homme petite taille,8,8,6,Personne âgée,2,2,4
femme,23,MAR,bac+4,b194358a-8a8f-4056-abcc-b42067f8edbe,risk-reward,Homme grande taille,4,1,8,Homme petite taille,6,9,6
femme,23,MAR,bac+4,b194358a-8a8f-4056-abcc-b42067f8edbe,risk-reward,Enfant,1,1,4,Femme petite taille,9,9,6
femme,23,MAR,bac+4,b194358a-8a8f-4056-abcc-b42067f8edbe,risk-reward,Robot,5,5,6,Homme grande taille,5,5,8
femme,23,MAR,bac+4,b194358a-8a8f-4056-abcc-b42067f8edbe,effort-reward,Robot,10,10,6,Personne âgée,0,0,4
femme,23,MAR,bac+4,b194358a-8a8f-4056-abcc-b42067f8edbe,risk-reward,Homme grande taille,7,8,8,Robot,3,2,6
femme,23,MAR,bac+4,b194358a-8a8f-4056-abcc-b42067f8edbe,risk-effort,Enfant,1,1,4,Femme grande taille,9,9,7
femme,23,MAR,bac+4,b194358a-8a8f-4056-abcc-b42067f8edbe,risk-effort,Femme petite taille,3,3,6,Femme grande taille,7,7,7
femme,23,MAR,bac+4,b194358a-8a8f-4056-abcc-b42067f8edbe,risk-reward,Enfant,3,1,4,Femme petite taille,7,9,6
femme,23,MAR,bac+4,b194358a-8a8f-4056-abcc-b42067f8edbe,effort-reward,Homme petite taille,0,2,6,Homme grande taille,10,8,8
femme,23,MAR,bac+4,b194358a-8a8f-4056-abcc-b42067f8edbe,risk-effort,Robot,6,1,6,Enfant,4,9,4
femme,23,MAR,bac+4,b194358a-8a8f-4056-abcc-b42067f8edbe,risk-reward,Femme petite taille,9,7,6,Enfant,1,3,4
femme,23,MAR,bac+4,b194358a-8a8f-4056-abcc-b42067f8edbe,risk-effort,Enfant,1,3,4,Homme petite taille,9,7,6
femme,23,MAR,bac+4,b194358a-8a8f-4056-abcc-b42067f8edbe,effort-reward,Personne âgée,2,3,4,Femme grande taille,8,7,7
femme,23,MAR,bac+4,b194358a-8a8f-4056-abcc-b42067f8edbe,risk-effort,Robot,9,8,6,Enfant,1,2,4
femme,23,MAR,bac+4,b194358a-8a8f-4056-abcc-b42067f8edbe,effort-reward,Femme grande taille,9,8,7,Personne âgée,1,2,4
femme,23,MAR,bac+4,b194358a-8a8f-4056-abcc-b42067f8edbe,effort-reward,Homme petite taille,8,9,6,Robot,2,1,6
femme,21,LBN,bac+4,b7f3aa1e-fa8c-4eb1-8341-9f3eb1597e00,effort-reward,Enfant,3,10,4,Robot,7,0,8
femme,21,LBN,bac+4,b7f3aa1e-fa8c-4eb1-8341-9f3eb1597e00,risk-reward,Homme petite taille,10,10,8,Robot,0,0,8
femme,21,LBN,bac+4,b7f3aa1e-fa8c-4eb1-8341-9f3eb1597e00,risk-effort,Personne âgée,5,1,3,Robot,5,9,8
femme,21,LBN,bac+4,b7f3aa1e-fa8c-4eb1-8341-9f3eb1597e00,risk-effort,Homme grande taille,4,7,9,Homme petite taille,6,3,8
femme,21,LBN,bac+4,b7f3aa1e-fa8c-4eb1-8341-9f3eb1597e00,effort-reward,Enfant,3,3,4,Homme petite taille,7,7,8
femme,21,LBN,bac+4,b7f3aa1e-fa8c-4eb1-8341-9f3eb1597e00,effort-reward,Femme grande taille,8,8,8,Personne âgée,2,2,3
femme,21,LBN,bac+4,b7f3aa1e-fa8c-4eb1-8341-9f3eb1597e00,risk-effort,Homme grande taille,10,10,9,Enfant,0,0,4
femme,21,LBN,bac+4,b7f3aa1e-fa8c-4eb1-8341-9f3eb1597e00,effort-reward,Femme grande taille,8,8,8,Personne âgée,2,2,3
femme,21,LBN,bac+4,b7f3aa1e-fa8c-4eb1-8341-9f3eb1597e00,effort-reward,Femme grande taille,7,7,8,Enfant,3,3,4
femme,21,LBN,bac+4,b7f3aa1e-fa8c-4eb1-8341-9f3eb1597e00,risk-effort,Femme grande taille,4,10,8,Enfant,6,0,4
femme,21,LBN,bac+4,b7f3aa1e-fa8c-4eb1-8341-9f3eb1597e00,risk-reward,Homme grande taille,5,5,9,Femme grande taille,5,5,8
femme,21,LBN,bac+4,b7f3aa1e-fa8c-4eb1-8341-9f3eb1597e00,risk-reward,Personne âgée,5,5,3,Homme grande taille,5,5,9
femme,21,LBN,bac+4,b7f3aa1e-fa8c-4eb1-8341-9f3eb1597e00,effort-reward,Femme petite taille,8,5,7,Enfant,2,5,4
femme,21,LBN,bac+4,b7f3aa1e-fa8c-4eb1-8341-9f3eb1597e00,risk-effort,Personne âgée,0,5,3,Homme petite taille,10,5,8
femme,21,LBN,bac+4,b7f3aa1e-fa8c-4eb1-8341-9f3eb1597e00,risk-reward,Homme grande taille,10,10,9,Robot,0,0,8
femme,21,LBN,bac+4,b7f3aa1e-fa8c-4eb1-8341-9f3eb1597e00,risk-effort,Personne âgée,8,8,3,Enfant,2,2,4
femme,21,LBN,bac+4,b7f3aa1e-fa8c-4eb1-8341-9f3eb1597e00,risk-reward,Enfant,2,2,4,Femme grande taille,8,8,8
femme,21,LBN,bac+4,b7f3aa1e-fa8c-4eb1-8341-9f3eb1597e00,risk-reward,Femme grande taille,3,3,8,Robot,7,7,8
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,risk-reward,Homme petite taille,6,5,6,Femme petite taille,4,5,5
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,risk-effort,Personne âgée,3,7,5,Femme grande taille,7,3,7
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,effort-reward,Homme petite taille,3,3,6,Robot,7,7,10
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,risk-effort,Femme petite taille,7,3,5,Homme petite taille,3,7,6
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,risk-reward,Femme petite taille,5,5,5,Enfant,5,5,4
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,risk-effort,Homme petite taille,8,2,6,Robot,2,8,10
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,effort-reward,Femme petite taille,3,3,5,Homme petite taille,7,7,6
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,risk-reward,Robot,5,5,10,Homme grande taille,5,5,8
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,effort-reward,Femme grande taille,6,6,7,Femme petite taille,4,4,5
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,risk-effort,Femme grande taille,2,8,7,Homme grande taille,8,2,8
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,effort-reward,Femme petite taille,3,3,5,Femme grande taille,7,7,7
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,risk-reward,Enfant,4,4,4,Homme petite taille,6,6,6
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,risk-reward,Femme petite taille,5,5,5,Homme petite taille,5,5,6
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,effort-reward,Homme grande taille,5,5,8,Robot,5,5,10
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,effort-reward,Robot,6,6,10,Femme petite taille,4,4,5
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,risk-effort,Homme grande taille,2,8,8,Homme petite taille,8,2,6
homme,21,FRA,bac+3,07ee76b8-854e-431c-8225-5515137ec684,risk-effort,Enfant,8,2,4,Robot,2,8,10
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,risk-reward,Personne âgée,4,4,2,Femme petite taille,6,6,3
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,effort-reward,Homme petite taille,6,6,6,Femme grande taille,4,4,5
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,risk-reward,Homme petite taille,7,7,6,Femme petite taille,3,3,3
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,risk-reward,Personne âgée,1,1,2,Homme grande taille,9,9,8
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,risk-effort,Homme grande taille,7,3,8,Robot,3,7,10
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,risk-effort,Homme grande taille,4,5,8,Robot,6,5,10
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,risk-effort,Homme grande taille,0,10,8,Personne âgée,10,0,2
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,risk-reward,Enfant,1,1,1,Homme grande taille,9,9,8
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,effort-reward,Homme grande taille,7,7,8,Femme grande taille,3,3,5
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,risk-effort,Homme petite taille,0,0,6,Robot,10,10,10
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,risk-reward,Femme grande taille,7,7,5,Personne âgée,3,3,2
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,risk-effort,Homme petite taille,10,0,6,Robot,0,10,10
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,effort-reward,Homme grande taille,6,6,8,Femme grande taille,4,4,5
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,risk-effort,Personne âgée,0,0,2,Robot,10,10,10
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,effort-reward,Personne âgée,4,4,2,Femme petite taille,6,6,3
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,risk-reward,Enfant,2,2,1,Homme petite taille,8,8,6
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,effort-reward,Femme grande taille,5,5,5,Homme petite taille,5,5,6
femme,20,FRA,lycee,39c03ef1-c778-4b94-8739-09e8f8bcdaa5,effort-reward,Robot,10,5,10,Enfant,0,5,1
homme,25,DZA,bac+5,67ff8073-90cc-4383-85da-73daf4dbf6d1,effort-reward,Enfant,5,5,2,Homme petite taille,5,5,8
homme,25,DZA,bac+5,67ff8073-90cc-4383-85da-73daf4dbf6d1,risk-effort,Homme petite taille,5,8,8,Enfant,5,2,2
homme,25,DZA,bac+5,67ff8073-90cc-4383-85da-73daf4dbf6d1,effort-reward,Homme grande taille,5,5,10,Personne âgée,5,5,4
homme,25,DZA,bac+5,67ff8073-90cc-4383-85da-73daf4dbf6d1,effort-reward,Homme grande taille,8,8,10,Femme petite taille,2,2,7
homme,25,DZA,bac+5,67ff8073-90cc-4383-85da-73daf4dbf6d1,risk-reward,Femme petite taille,5,5,7,Femme grande taille,5,5,7
homme,25,DZA,bac+5,67ff8073-90cc-4383-85da-73daf4dbf6d1,risk-reward,Homme petite taille,5,5,8,Homme grande taille,5,5,10
homme,25,DZA,bac+5,67ff8073-90cc-4383-85da-73daf4dbf6d1,risk-reward,Personne âgée,3,5,4,Femme grande taille,7,5,7
homme,25,DZA,bac+5,67ff8073-90cc-4383-85da-73daf4dbf6d1,effort-reward,Femme petite taille,8,9,7,Enfant,2,1,2
homme,25,DZA,bac+5,67ff8073-90cc-4383-85da-73daf4dbf6d1,risk-effort,Personne âgée,2,8,4,Femme grande taille,8,2,7
homme,25,DZA,bac+5,67ff8073-90cc-4383-85da-73daf4dbf6d1,risk-reward,Femme petite taille,8,9,7,Enfant,2,1,2
homme,25,DZA,bac+5,67ff8073-90cc-4383-85da-73daf4dbf6d1,risk-effort,Femme petite taille,0,7,7,Robot,10,3,5
homme,25,DZA,bac+5,67ff8073-90cc-4383-85da-73daf4dbf6d1,effort-reward,Homme grande taille,8,8,10,Femme grande taille,2,2,7
homme,25,DZA,bac+5,67ff8073-90cc-4383-85da-73daf4dbf6d1,risk-reward,Enfant,5,5,2,Robot,5,5,5
homme,25,DZA,bac+5,67ff8073-90cc-4383-85da-73daf4dbf6d1,risk-effort,Homme grande taille,7,2,10,Homme petite taille,3,8,8
homme,25,DZA,bac+5,67ff8073-90cc-4383-85da-73daf4dbf6d1,risk-effort,Homme grande taille,2,8,10,Robot,8,2,5
homme,25,DZA,bac+5,67ff8073-90cc-4383-85da-73daf4dbf6d1,risk-effort,Homme petite taille,5,8,8,Enfant,5,2,2
homme,25,DZA,bac+5,67ff8073-90cc-4383-85da-73daf4dbf6d1,effort-reward,Homme grande taille,7,7,10,Homme petite taille,3,3,8
homme,25,DZA,bac+5,67ff8073-90cc-4383-85da-73daf4dbf6d1,risk-reward,Enfant,2,2,2,Homme grande taille,8,8,10
homme,26,FRA,bac+4,dc30a550-7754-467c-8dd0-bc7cb09156e6,effort-reward,Femme petite taille,5,5,4,Homme grande taille,5,5,8
homme,26,FRA,bac+4,dc30a550-7754-467c-8dd0-bc7cb09156e6,effort-reward,Enfant,5,5,3,Personne âgée,5,5,1
femme,20,FRA,bac+2,6ab64e80-54db-4288-80e5-3ae4c64f4c0d,risk-effort,Femme grande taille,3,8,7,Femme petite taille,7,2,6
femme,20,FRA,bac+2,6ab64e80-54db-4288-80e5-3ae4c64f4c0d,risk-reward,Personne âgée,5,5,5,Femme grande taille,5,5,7
femme,20,FRA,bac+2,6ab64e80-54db-4288-80e5-3ae4c64f4c0d,risk-reward,Robot,7,5,7,Homme grande taille,3,5,7
femme,20,FRA,bac+2,6ab64e80-54db-4288-80e5-3ae4c64f4c0d,risk-reward,Personne âgée,5,5,5,Enfant,5,5,4
femme,20,FRA,bac+2,6ab64e80-54db-4288-80e5-3ae4c64f4c0d,risk-reward,Femme grande taille,4,6,7,Robot,6,4,7
femme,20,FRA,bac+2,6ab64e80-54db-4288-80e5-3ae4c64f4c0d,risk-effort,Femme petite taille,3,5,6,Homme grande taille,7,5,7
femme,20,FRA,bac+2,6ab64e80-54db-4288-80e5-3ae4c64f4c0d,effort-reward,Homme petite taille,6,5,6,Enfant,4,5,4
femme,20,FRA,bac+2,6ab64e80-54db-4288-80e5-3ae4c64f4c0d,risk-reward,Robot,5,5,7,Enfant,5,5,4
femme,21,FRA,bac+3,0d38b957-c255-4b0b-8810-6d53ce531685,risk-effort,Robot,7,8,10,Enfant,3,2,1
femme,21,FRA,bac+3,0d38b957-c255-4b0b-8810-6d53ce531685,effort-reward,Robot,6,4,10,Femme petite taille,4,6,5
homme,21,FRA,lycee,f99861a1-52a5-4012-8442-e945c21011bf,effort-reward,Femme grande taille,3,3,1,Homme grande taille,7,7,1
homme,21,FRA,lycee,f99861a1-52a5-4012-8442-e945c21011bf,risk-reward,Femme grande taille,6,5,1,Homme grande taille,4,5,1
homme,19,FRA,bac+1,1b56c12d-f2d1-45cc-9bed-d7661f8edfb3,risk-effort,Femme grande taille,6,10,7,Enfant,4,0,2
homme,19,FRA,bac+1,1b56c12d-f2d1-45cc-9bed-d7661f8edfb3,effort-reward,Personne âgée,3,5,4,Femme grande taille,7,5,7
homme,19,FRA,bac+1,1b56c12d-f2d1-45cc-9bed-d7661f8edfb3,risk-reward,Femme grande taille,5,5,7,Homme petite taille,5,5,7
homme,19,FRA,bac+1,1b56c12d-f2d1-45cc-9bed-d7661f8edfb3,risk-reward,Femme petite taille,6,5,6,Personne âgée,4,5,4
homme,19,FRA,bac+1,1b56c12d-f2d1-45cc-9bed-d7661f8edfb3,risk-effort,Femme petite taille,10,0,6,Homme grande taille,0,10,8
homme,19,FRA,bac+1,1b56c12d-f2d1-45cc-9bed-d7661f8edfb3,risk-reward,Personne âgée,3,4,4,Homme petite taille,7,6,7
homme,19,FRA,bac+1,1b56c12d-f2d1-45cc-9bed-d7661f8edfb3,risk-effort,Enfant,3,0,2,Femme petite taille,7,10,6
homme,19,FRA,bac+1,1b56c12d-f2d1-45cc-9bed-d7661f8edfb3,effort-reward,Personne âgée,4,4,4,Homme petite taille,6,6,7
homme,19,FRA,bac+1,1b56c12d-f2d1-45cc-9bed-d7661f8edfb3,effort-reward,Enfant,0,4,2,Homme grande taille,10,6,8
homme,19,FRA,bac+1,1b56c12d-f2d1-45cc-9bed-d7661f8edfb3,risk-reward,Enfant,0,10,2,Robot,10,0,9
